Day,Ad,Campaign type,Campaign,Impressions,Clicks,Cost,Video played to 100%,Views,Gmail clicks to website
09/04/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,207,14,7.41,0.00%,0,1
09/04/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,364,23,11.53,0.00%,0,0
09/04/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,17,0,0,0.00%,0,0
09/04/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,7,0,0,0.00%,0,0
09/04/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,15,0,0,0.00%,0,0
09/04/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,4,0,0,0.00%,0,0
09/05/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,1,0,0,0.00%,0,0
09/05/2018,fa19_br_yt_vid_cu_uni_d_1,Video,FY2019_YouTube,2,0,0.62,50.00%,1,0
09/05/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,357,0,14.57,42.62%,152,0
09/05/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,9,0,0.09,77.78%,7,0
09/05/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,479,1,15.25,38.49%,184,0
09/05/2018,fa19_br_yt_vid_wa_uni_d_1,Video,FY2019_YouTube,1,0,0,0.00%,0,0
09/05/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,293,18,12.05,0.00%,0,0
09/05/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,197,12,3.86,0.00%,0,0
09/05/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,174,14,8.2,0.00%,0,0
09/05/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,295,11,6.04,0.00%,0,0
09/05/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,4,0,0,0.00%,0,0
09/05/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,4,0,0,0.00%,0,0
09/05/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,4,0,0,0.00%,0,0
09/05/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,1,0,0,0.00%,0,0
09/06/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,1,0,0,0.00%,0,0
09/06/2018,fa19_br_yt_vid_all_uni_d_5,Video,FY2019_YouTube,1,0,0,0.00%,0,0
09/06/2018,fa19_br_yt_vid_cu_uni_d_1,Video,FY2019_YouTube,2,0,0.02,50.00%,1,0
09/06/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,309,1,9.27,48.87%,151,0
09/06/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,18,0,0.5,44.44%,8,0
09/06/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,820,0,20.82,35.85%,297,0
09/06/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,307,20,12.58,0.00%,0,1
09/06/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,186,12,5.05,0.00%,0,0
09/06/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,187,9,7.21,0.00%,0,0
09/06/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,303,17,8.65,0.00%,0,0
09/06/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,3,1,0.91,0.00%,0,0
09/06/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,4,0,0,0.00%,0,0
09/06/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,2,0,0,0.00%,0,0
09/06/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,3,0,0,0.00%,0,0
09/07/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,1,0,0,0.00%,0,0
09/07/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,430,1,13.07,40.14%,173,0
09/07/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,18,0,0.16,27.78%,4,0
09/07/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,531,0,17.57,33.21%,175,0
09/07/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,240,8,4.96,0.00%,0,1
09/07/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,178,17,8.66,0.00%,0,0
09/07/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,153,16,7.55,0.00%,0,0
09/07/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,207,11,6.75,0.00%,0,0
09/07/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,5,0,0,0.00%,0,0
09/07/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,4,1,0.33,0.00%,0,0
09/07/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,1,0,0,0.00%,0,0
09/07/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,4,0,0,0.00%,0,0
09/08/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,348,2,13.53,27.97%,99,0
09/08/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,32,0,0.42,28.12%,10,0
09/08/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,757,0,16.74,35.32%,268,0
09/08/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,174,13,8.69,0.00%,0,0
09/08/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,123,22,6.69,0.00%,0,0
09/08/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,117,10,5.18,0.00%,0,0
09/08/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,165,9,7.23,0.00%,0,0
09/08/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,3,0,0,0.00%,0,0
09/08/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,2,0,0,0.00%,0,0
09/09/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,1,0,0,0.00%,0,0
09/09/2018,fa19_br_yt_vid_cu_uni_d_1,Video,FY2019_YouTube,1,0,0.32,100.00%,1,0
09/09/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,399,0,14.2,36.32%,143,0
09/09/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,21,0,0.43,61.90%,12,0
09/09/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,696,1,15.8,38.79%,271,0
09/09/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,181,16,5.82,0.00%,0,0
09/09/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,136,19,6.22,0.00%,0,0
09/09/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,117,17,6.53,0.00%,0,0
09/09/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,184,15,8.55,0.00%,0,3
09/09/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,4,0,0,0.00%,0,0
09/09/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,3,0,0,0.00%,0,0
09/09/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,1,0,0,0.00%,0,0
09/10/2018,fa19_br_yt_vid_cu_uni_d_1,Video,FY2019_YouTube,1,0,0,0.00%,0,0
09/10/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,479,1,14.19,41.34%,196,0
09/10/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,8,0,0.11,75.00%,6,0
09/10/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,616,1,16.47,36.75%,224,0
09/10/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,124,5,2.07,0.00%,0,0
09/10/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,91,10,4.32,0.00%,0,0
09/10/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,73,13,10.21,0.00%,0,0
09/10/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,150,12,12.96,0.00%,0,0
09/10/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,4,0,0,0.00%,0,0
09/10/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,2,0,0,0.00%,0,0
09/10/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,2,0,0,0.00%,0,0
09/10/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,1,0,0,0.00%,0,0
09/11/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,1,0,0,0.00%,0,0
09/11/2018,fa19_br_yt_vid_all_uni_d_5,Video,FY2019_YouTube,1,0,0,0.00%,0,0
09/11/2018,fa19_br_yt_vid_cu_uni_d_1,Video,FY2019_YouTube,1,0,0,0.00%,0,0
09/11/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,413,0,12.13,49.88%,203,0
09/11/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,7,0,0.1,71.43%,5,0
09/11/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,613,0,18.43,33.66%,206,0
09/11/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,294,17,10.22,0.00%,0,0
09/11/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,192,17,3.92,0.00%,0,1
09/11/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,172,30,12.3,0.00%,0,0
09/11/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,301,13,4.16,0.00%,0,0
09/11/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,5,1,0.25,0.00%,0,0
09/11/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,6,0,0,0.00%,0,0
09/11/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,4,1,0.12,0.00%,0,0
09/11/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,1,0,0,0.00%,0,0
09/12/2018,fa19_br_yt_vid_cu_uni_d_1,Video,FY2019_YouTube,3,0,0.03,33.33%,1,0
09/12/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,464,0,11.76,36.29%,161,0
09/12/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,4,0,0.04,50.00%,2,0
09/12/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,546,1,19.18,34.86%,190,0
09/12/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,190,23,8.89,0.00%,0,0
09/12/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,148,21,8.42,0.00%,0,0
09/12/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,135,21,7.81,0.00%,0,0
09/12/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,198,13,3.8,0.00%,0,0
09/12/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,2,0,0,0.00%,0,0
09/12/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,3,0,0,0.00%,0,0
09/12/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,1,0,0,0.00%,0,0
09/12/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,1,0,0,0.00%,0,0
09/13/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,2,0,0.2,50.00%,1,0
09/13/2018,fa19_br_yt_vid_cu_uni_d_1,Video,FY2019_YouTube,1,0,0.01,100.00%,1,0
09/13/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,363,0,13.68,38.95%,137,0
09/13/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,2,0,0.24,50.00%,1,0
09/13/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,533,0,16.79,30.96%,167,0
09/13/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,183,22,8.08,0.00%,0,0
09/13/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,126,25,4.8,0.00%,0,0
09/13/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,143,22,5.58,0.00%,0,0
09/13/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,192,24,9.09,0.00%,0,2
09/13/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,5,1,0.26,0.00%,0,0
09/13/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,2,1,0.26,0.00%,0,0
09/13/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,2,0,0,0.00%,0,0
09/14/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,2,0,0,0.00%,0,0
09/14/2018,fa19_br_yt_vid_cu_uni_d_1,Video,FY2019_YouTube,1,0,0,0.00%,0,0
09/14/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,278,3,14.31,45.49%,128,0
09/14/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,6,0,0.16,50.00%,3,0
09/14/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,420,1,16,30.48%,130,0
09/14/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,254,26,4.94,0.00%,0,0
09/14/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,179,29,7.76,0.00%,0,0
09/14/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,171,24,5.44,0.00%,0,0
09/14/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,267,25,6.48,0.00%,0,0
09/14/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,4,0,0,0.00%,0,0
09/14/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,3,0,0,0.00%,0,0
09/14/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,1,1,2.05,0.00%,0,1
09/14/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,3,1,0.64,0.00%,0,0
09/15/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,1,0,0,0.00%,0,0
09/15/2018,fa19_br_yt_vid_cu_uni_d_1,Video,FY2019_YouTube,4,0,0.39,75.00%,3,0
09/15/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,317,0,11.99,40.95%,117,0
09/15/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,36,0,0.95,44.44%,17,0
09/15/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,688,1,17.71,31.79%,209,0
09/15/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,279,17,8.93,0.00%,0,1
09/15/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,183,7,3.43,0.00%,0,0
09/15/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,226,17,9.82,0.00%,0,0
09/15/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,253,17,4.71,0.00%,0,0
09/15/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,6,0,0,0.00%,0,0
09/15/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,3,1,0.41,0.00%,0,1
09/15/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,1,0,0,0.00%,0,0
09/16/2018,fa19_br_yt_vid_cu_uni_d_1,Video,FY2019_YouTube,1,0,0.01,100.00%,1,0
09/16/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,322,0,11.8,51.40%,165,0
09/16/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,5,0,0.02,20.00%,1,0
09/16/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,689,0,18.77,32.70%,223,0
09/16/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,181,16,9.09,0.00%,0,0
09/16/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,178,20,6.88,0.00%,0,0
09/16/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,157,19,8.04,0.00%,0,0
09/16/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,182,21,5.81,0.00%,0,0
09/16/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,3,0,0,0.00%,0,0
09/16/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,5,0,0,0.00%,0,0
09/16/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,3,1,0.16,0.00%,0,0
09/16/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,3,0,0,0.00%,0,0
09/17/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,2,0,0,0.00%,0,0
09/17/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,318,1,10.53,48.28%,153,0
09/17/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,9,0,0.31,77.78%,7,0
09/17/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,493,1,20.15,36.99%,184,0
09/17/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,176,10,3.22,0.00%,0,1
09/17/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,130,20,6.29,0.00%,0,0
09/17/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,142,28,13.53,0.00%,0,0
09/17/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,177,17,6.72,0.00%,0,0
09/17/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,4,0,0,0.00%,0,0
09/17/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,2,0,0,0.00%,0,0
09/17/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,2,0,0,0.00%,0,0
09/17/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,2,0,0,0.00%,0,0
09/18/2018,fa19_br_yt_vid_cu_uni_d_1,Video,FY2019_YouTube,2,0,0.08,50.00%,1,0
09/18/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,392,0,12.16,48.08%,187,0
09/18/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,8,0,0.06,50.00%,3,0
09/18/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,587,0,17.93,33.05%,195,0
09/18/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,176,15,7.98,0.00%,0,0
09/18/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,119,16,4.56,0.00%,0,0
09/18/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,143,20,8.66,0.00%,0,0
09/18/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,172,9,3.7,0.00%,0,0
09/18/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,4,0,0,0.00%,0,0
09/18/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,3,1,2.34,0.00%,0,1
09/18/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,3,1,1.09,0.00%,0,0
09/18/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,1,0,0,0.00%,0,0
09/19/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,1,0,0,0.00%,0,0
09/19/2018,fa19_br_yt_vid_all_uni_d_5,Video,FY2019_YouTube,1,0,0,0.00%,0,0
09/19/2018,fa19_br_yt_vid_cu_uni_d_1,Video,FY2019_YouTube,1,0,0,0.00%,0,0
09/19/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,343,0,10.16,47.49%,177,0
09/19/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,10,0,0.14,60.00%,6,0
09/19/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,578,1,20.1,36.59%,230,0
09/19/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,156,13,8.74,0.00%,0,0
09/19/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,121,16,5.63,0.00%,0,0
09/19/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,133,16,9.64,0.00%,0,0
09/19/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,175,12,6.1,0.00%,0,0
09/19/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,3,0,0,0.00%,0,0
09/19/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,2,0,0,0.00%,0,0
09/19/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,1,0,0,0.00%,0,0
09/19/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,1,0,0,0.00%,0,0
09/20/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,1,0,0,0.00%,0,0
09/20/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,629,0,12.5,44.13%,277,0
09/20/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,8,0,0.27,75.00%,6,0
09/20/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,893,1,17.62,34.19%,308,0
09/20/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,96,16,4.58,0.00%,0,0
09/20/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,73,19,4.48,0.00%,0,1
09/20/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,94,16,8.4,0.00%,0,1
09/20/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,130,18,11.05,0.00%,0,1
09/20/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,2,0,0,0.00%,0,0
09/20/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,2,0,0,0.00%,0,0
09/20/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,1,0,0,0.00%,0,0
09/21/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,571,3,12.46,45.18%,261,0
09/21/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,8,0,0.09,87.50%,6,0
09/21/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,979,0,18.12,33.64%,330,0
09/21/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,244,15,5.47,0.00%,0,0
09/21/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,162,11,4.09,0.00%,0,0
09/21/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,169,26,9.15,0.00%,0,2
09/21/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,206,23,6.34,0.00%,0,0
09/21/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,2,0,0,0.00%,0,0
09/21/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,3,0,0,0.00%,0,0
09/21/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,2,0,0,0.00%,0,0
09/22/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,1,0,0,0.00%,0,0
09/22/2018,fa19_br_yt_vid_cu_uni_d_1,Video,FY2019_YouTube,1,0,0,0.00%,0,0
09/22/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,403,1,6.76,40.20%,163,0
09/22/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,24,0,1.44,58.33%,14,0
09/22/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,"1,284",2,22.23,34.79%,452,0
09/22/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,85,15,7.98,0.00%,0,1
